"State","Year","mkt","measure","type","use","name","code","Value"
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","PARAQUAT",61601,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ABAMECTIN",122804,0.031
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ACETAMIPRID",99050,0.144
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","BIFENAZATE",586,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","BIFENTHRIN",128825,0.117
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351",6522,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.054
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CYANTRANILIPROLE",90098,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","DIAZINON",57801,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","FENPROPATHRIN",127901,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","FLUPYRADIFURONE",122304,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","HEXYTHIAZOX",128849,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","IMIDACLOPRID",129099,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","LAMBDA-CYHALOTHRIN",128897,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","MALATHION",57701,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","METHOMYL",90301,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","NALED",34401,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","NOVALURON",124002,0.077
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PIPERONYL BUTOXIDE",67501,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PYRETHRINS",69001,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINETORAM",110007,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINOSAD",110003,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SULFOXAFLOR",5210,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","THIAMETHOXAM",60109,0.058
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","CYTOKININS",116801,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","FLUTRIAFOL",128940,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","INDOLEBUTYRIC ACID",46701,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","METAM-POTASSIUM",39002,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","AZOXYSTROBIN",128810,0.214
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BOSCALID",128008,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CAPTAN",81301,10.509
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CHLOROTHALONIL",81901,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.",23501,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE",23401,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CYFLUFENAMID",555550,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CYMOXANIL",129106,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CYPRODINIL",288202,0.756
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE",128847,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FAMOXADONE",113202,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FENHEXAMID",90209,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUDIOXONIL",71503,0.47
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUOPYRAM",80302,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUXAPYROXAD",138009,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FOSETYL-AL",123301,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","IPRODIONE",109801,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","ISOFETAMID",270000,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MANCOZEB",14504,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MEFENOXAM",113502,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT",76416,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PENTHIOPYRAD",90112,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PROPICONAZOLE",122101,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PYDIFLUMETOFEN",90110,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN",99100,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PYRIMETHANIL",288201,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","SULFUR",77501,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","TETRACONAZOLE",120603,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL",102001,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","THIRAM",79801,12.456
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE",128879,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","2,4-D, DIMETH. SALT",30019,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","CLETHODIM",121011,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","FLUMIOXAZIN",129034,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT",103601,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","PARAQUAT",61601,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ABAMECTIN",122804,0.033
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ACETAMIPRID",99050,0.179
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BIFENAZATE",586,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BIFENTHRIN",128825,0.136
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351",6522,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.06
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CYANTRANILIPROLE",90098,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","DIAZINON",57801,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FENPROPATHRIN",127901,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FLUPYRADIFURONE",122304,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","HEXYTHIAZOX",128849,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","IMIDACLOPRID",129099,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","LAMBDA-CYHALOTHRIN",128897,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","MALATHION",57701,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","METHOMYL",90301,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NALED",34401,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NOVALURON",124002,0.18
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","PIPERONYL BUTOXIDE",67501,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","PYRETHRINS",69001,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPINETORAM",110007,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPINOSAD",110003,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SULFOXAFLOR",5210,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","THIAMETHOXAM",60109,0.064
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","CYTOKININS",116801,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","FLUTRIAFOL",128940,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","INDOLEBUTYRIC ACID",46701,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","METAM-POTASSIUM",39002,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","AZOXYSTROBIN",128810,1.4
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BOSCALID",128008,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","CAPTAN",81301,5.2
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","CHLOROTHALONIL",81901,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.",23501,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE",23401,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","CYFLUFENAMID",555550,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","CYMOXANIL",129106,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","CYPRODINIL",288202,3.1
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE",128847,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FAMOXADONE",113202,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FENHEXAMID",90209,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FLUDIOXONIL",71503,3.1
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FLUOPYRAM",80302,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FLUXAPYROXAD",138009,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FOSETYL-AL",123301,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","IPRODIONE",109801,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","ISOFETAMID",270000,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","MANCOZEB",14504,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","MEFENOXAM",113502,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT",76416,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","PENTHIOPYRAD",90112,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","PROPICONAZOLE",122101,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","PYDIFLUMETOFEN",90110,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN",99100,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","PYRIMETHANIL",288201,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","SULFUR",77501,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","TETRACONAZOLE",120603,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL",102001,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","THIRAM",79801,5.8
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE",128879,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","HERBICIDE","2,4-D, DIMETH. SALT",30019,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","HERBICIDE","CLETHODIM",121011,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","HERBICIDE","FLUMIOXAZIN",129034,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT",103601,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","HERBICIDE","PARAQUAT",61601,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","ABAMECTIN",122804,1.1
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","ACETAMIPRID",99050,1.2
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","BIFENAZATE",586,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","BIFENTHRIN",128825,1.2
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351",6522,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE",90100,1.1
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","CYANTRANILIPROLE",90098,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","DIAZINON",57801,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","FENPROPATHRIN",127901,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","FLUPYRADIFURONE",122304,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","HEXYTHIAZOX",128849,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","IMIDACLOPRID",129099,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","LAMBDA-CYHALOTHRIN",128897,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","MALATHION",57701,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","METHOMYL",90301,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","NALED",34401,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","NOVALURON",124002,2.3
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","PIPERONYL BUTOXIDE",67501,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","PYRETHRINS",69001,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","SPINETORAM",110007,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","SPINOSAD",110003,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","SULFOXAFLOR",5210,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","INSECTICIDE","THIAMETHOXAM",60109,1.1
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","OTHER","CYTOKININS",116801,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","OTHER","FLUTRIAFOL",128940,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","OTHER","INDOLEBUTYRIC ACID",46701,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","OTHER","METAM-POTASSIUM",39002,NA
"FLORIDA",2023,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","AZOXYSTROBIN",128810,3
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","BOSCALID",128008,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CAPTAN",81301,96
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHLOROTHALONIL",81901,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.",23501,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE",23401,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CYFLUFENAMID",555550,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CYMOXANIL",129106,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CYPRODINIL",288202,91
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE",128847,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FAMOXADONE",113202,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FENHEXAMID",90209,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FLUDIOXONIL",71503,91
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FLUOPYRAM",80302,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FLUXAPYROXAD",138009,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FOSETYL-AL",123301,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","IPRODIONE",109801,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","ISOFETAMID",270000,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","MANCOZEB",14504,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","MEFENOXAM",113502,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT",76416,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PENTHIOPYRAD",90112,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PROPICONAZOLE",122101,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PYDIFLUMETOFEN",90110,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN",99100,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PYRIMETHANIL",288201,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","SULFUR",77501,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","TETRACONAZOLE",120603,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL",102001,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","THIRAM",79801,63
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","TOTAL)",NA,100
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE",128879,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","HERBICIDE","2,4-D, DIMETH. SALT",30019,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","HERBICIDE","CLETHODIM",121011,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","HERBICIDE","FLUMIOXAZIN",129034,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT",103601,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","HERBICIDE","PARAQUAT",61601,NA
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","HERBICIDE","TOTAL)",NA,26
"FLORIDA",2023,"BEARING - TREATED","PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","ABAMECTIN",122804,14
