State,Year,original_domain_category,type,use,name,code,Value
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (THIRAM = 79801)",CHEMICAL,FUNGICIDE,THIRAM,79801,5.8
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",CHEMICAL,FUNGICIDE,TRIFLUMIZOLE,128879,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",CHEMICAL,HERBICIDE,"2,4-D, DIMETH. SALT",30019,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (CLETHODIM = 121011)",CHEMICAL,HERBICIDE,CLETHODIM,121011,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",CHEMICAL,HERBICIDE,FLUMIOXAZIN,129034,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",CHEMICAL,HERBICIDE,GLYPHOSATE ISO. SALT,103601,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",CHEMICAL,HERBICIDE,PARAQUAT,61601,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",CHEMICAL,INSECTICIDE,ABAMECTIN,122804,1.1
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",CHEMICAL,INSECTICIDE,ACETAMIPRID,99050,1.2
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",CHEMICAL,INSECTICIDE,BIFENAZATE,586,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",CHEMICAL,INSECTICIDE,BIFENTHRIN,128825,1.2
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",CHEMICAL,INSECTICIDE,BT KURSTAKI ABTS-351,6522,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",CHEMICAL,INSECTICIDE,CHLORANTRANILIPROLE,90100,1.1
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",CHEMICAL,INSECTICIDE,CYANTRANILIPROLE,90098,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (DIAZINON = 57801)",CHEMICAL,INSECTICIDE,DIAZINON,57801,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",CHEMICAL,INSECTICIDE,FENPROPATHRIN,127901,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",CHEMICAL,INSECTICIDE,FLUPYRADIFURONE,122304,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",CHEMICAL,INSECTICIDE,HEXYTHIAZOX,128849,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",CHEMICAL,INSECTICIDE,IMIDACLOPRID,129099,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",CHEMICAL,INSECTICIDE,LAMBDA-CYHALOTHRIN,128897,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (MALATHION = 57701)",CHEMICAL,INSECTICIDE,MALATHION,57701,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (METHOMYL = 90301)",CHEMICAL,INSECTICIDE,METHOMYL,90301,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (NALED = 34401)",CHEMICAL,INSECTICIDE,NALED,34401,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",CHEMICAL,INSECTICIDE,NOVALURON,124002,2.3
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",CHEMICAL,INSECTICIDE,PIPERONYL BUTOXIDE,67501,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",CHEMICAL,INSECTICIDE,PYRETHRINS,69001,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",CHEMICAL,INSECTICIDE,SPINETORAM,110007,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",CHEMICAL,INSECTICIDE,SPINOSAD,110003,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",CHEMICAL,INSECTICIDE,SULFOXAFLOR,5210,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",CHEMICAL,INSECTICIDE,THIAMETHOXAM,60109,1.1
FLORIDA,2023,"CHEMICAL, OTHER: (CYTOKININS = 116801)",CHEMICAL,OTHER,CYTOKININS,116801,(D)
FLORIDA,2023,"CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",CHEMICAL,OTHER,FLUTRIAFOL,128940,(D)
FLORIDA,2023,"CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)",CHEMICAL,OTHER,INDOLEBUTYRIC ACID,46701,(D)
FLORIDA,2023,"CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",CHEMICAL,OTHER,METAM-POTASSIUM,39002,(D)
FLORIDA,2023,"CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",CHEMICAL,OTHER,PSEUDOMONAS CHLORORAPHIS STRAIN AFS009,6800,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",CHEMICAL,FUNGICIDE,AZOXYSTROBIN,128810,3
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFAC F727 = 16489)",CHEMICAL,FUNGICIDE,BACILLUS AMYLOLIQUEFAC F727,16489,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",CHEMICAL,FUNGICIDE,BOSCALID,128008,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",CHEMICAL,FUNGICIDE,CAPTAN,81301,96
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)",CHEMICAL,FUNGICIDE,CHLOROTHALONIL,81901,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)",CHEMICAL,FUNGICIDE,COPPER CHLORIDE HYD.,23501,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",CHEMICAL,FUNGICIDE,COPPER HYDROXIDE,23401,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",CHEMICAL,FUNGICIDE,CYFLUFENAMID,555550,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)",CHEMICAL,FUNGICIDE,CYMOXANIL,129106,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",CHEMICAL,FUNGICIDE,CYPRODINIL,288202,91
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",CHEMICAL,FUNGICIDE,DIFENOCONAZOLE,128847,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)",CHEMICAL,FUNGICIDE,FAMOXADONE,113202,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",CHEMICAL,FUNGICIDE,FENHEXAMID,90209,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",CHEMICAL,FUNGICIDE,FLUDIOXONIL,71503,91
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",CHEMICAL,FUNGICIDE,FLUOPYRAM,80302,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",CHEMICAL,FUNGICIDE,FLUXAPYROXAD,138009,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",CHEMICAL,FUNGICIDE,FOSETYL-AL,123301,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)",CHEMICAL,FUNGICIDE,IPRODIONE,109801,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",CHEMICAL,FUNGICIDE,ISOFETAMID,270000,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)",CHEMICAL,FUNGICIDE,MANCOZEB,14504,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",CHEMICAL,FUNGICIDE,MEFENOXAM,113502,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",CHEMICAL,FUNGICIDE,MONO-POTASSIUM SALT,76416,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",CHEMICAL,FUNGICIDE,PENTHIOPYRAD,90112,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",CHEMICAL,FUNGICIDE,PROPICONAZOLE,122101,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)",CHEMICAL,FUNGICIDE,PYDIFLUMETOFEN,90110,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",CHEMICAL,FUNGICIDE,PYRACLOSTROBIN,99100,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",CHEMICAL,FUNGICIDE,PYRIMETHANIL,288201,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (SULFUR = 77501)",CHEMICAL,FUNGICIDE,SULFUR,77501,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",CHEMICAL,FUNGICIDE,TETRACONAZOLE,120603,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",CHEMICAL,FUNGICIDE,THIOPHANATE-METHYL,102001,(D)
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (THIRAM = 79801)",CHEMICAL,FUNGICIDE,THIRAM,79801,63
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (TOTAL)",CHEMICAL,FUNGICIDE,TOTAL),NA,100
FLORIDA,2023,"CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",CHEMICAL,FUNGICIDE,TRIFLUMIZOLE,128879,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",CHEMICAL,HERBICIDE,"2,4-D, DIMETH. SALT",30019,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (CLETHODIM = 121011)",CHEMICAL,HERBICIDE,CLETHODIM,121011,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",CHEMICAL,HERBICIDE,FLUMIOXAZIN,129034,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",CHEMICAL,HERBICIDE,GLYPHOSATE ISO. SALT,103601,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",CHEMICAL,HERBICIDE,PARAQUAT,61601,(D)
FLORIDA,2023,"CHEMICAL, HERBICIDE: (TOTAL)",CHEMICAL,HERBICIDE,TOTAL),NA,26
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",CHEMICAL,INSECTICIDE,ABAMECTIN,122804,14
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",CHEMICAL,INSECTICIDE,ACETAMIPRID,99050,20
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",CHEMICAL,INSECTICIDE,BIFENAZATE,586,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",CHEMICAL,INSECTICIDE,BIFENTHRIN,128825,6
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",CHEMICAL,INSECTICIDE,BT KURSTAKI ABTS-351,6522,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",CHEMICAL,INSECTICIDE,CHLORANTRANILIPROLE,90100,42
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",CHEMICAL,INSECTICIDE,CYANTRANILIPROLE,90098,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (DIAZINON = 57801)",CHEMICAL,INSECTICIDE,DIAZINON,57801,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",CHEMICAL,INSECTICIDE,FENPROPATHRIN,127901,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",CHEMICAL,INSECTICIDE,FLUPYRADIFURONE,122304,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",CHEMICAL,INSECTICIDE,HEXYTHIAZOX,128849,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",CHEMICAL,INSECTICIDE,IMIDACLOPRID,129099,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",CHEMICAL,INSECTICIDE,LAMBDA-CYHALOTHRIN,128897,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (MALATHION = 57701)",CHEMICAL,INSECTICIDE,MALATHION,57701,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (METHOMYL = 90301)",CHEMICAL,INSECTICIDE,METHOMYL,90301,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (NALED = 34401)",CHEMICAL,INSECTICIDE,NALED,34401,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",CHEMICAL,INSECTICIDE,NOVALURON,124002,59
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",CHEMICAL,INSECTICIDE,PIPERONYL BUTOXIDE,67501,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",CHEMICAL,INSECTICIDE,PYRETHRINS,69001,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",CHEMICAL,INSECTICIDE,SPINETORAM,110007,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",CHEMICAL,INSECTICIDE,SPINOSAD,110003,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",CHEMICAL,INSECTICIDE,SULFOXAFLOR,5210,(D)
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",CHEMICAL,INSECTICIDE,THIAMETHOXAM,60109,42
FLORIDA,2023,"CHEMICAL, INSECTICIDE: (TOTAL)",CHEMICAL,INSECTICIDE,TOTAL),NA,65
FLORIDA,2023,"CHEMICAL, OTHER: (CYTOKININS = 116801)",CHEMICAL,OTHER,CYTOKININS,116801,(D)
FLORIDA,2023,"CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",CHEMICAL,OTHER,FLUTRIAFOL,128940,(D)
FLORIDA,2023,"CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)",CHEMICAL,OTHER,INDOLEBUTYRIC ACID,46701,(D)
FLORIDA,2023,"CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",CHEMICAL,OTHER,METAM-POTASSIUM,39002,(D)
FLORIDA,2023,"CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",CHEMICAL,OTHER,PSEUDOMONAS CHLORORAPHIS STRAIN AFS009,6800,(D)
FLORIDA,2023,"CHEMICAL, OTHER: (TOTAL)",CHEMICAL,OTHER,TOTAL),NA,22
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",CHEMICAL,FUNGICIDE,AZOXYSTROBIN,128810,"1,900"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFAC F727 = 16489)",CHEMICAL,FUNGICIDE,BACILLUS AMYLOLIQUEFAC F727,16489,(NA)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)",CHEMICAL,FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS MBI 600,129082,(NA)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",CHEMICAL,FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,16482,(NA)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)",CHEMICAL,FUNGICIDE,BACILLUS PUMILUS,6485,(NA)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",CHEMICAL,FUNGICIDE,BACILLUS SUBTILIS,6479,(NA)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (BLAD = 30006)",CHEMICAL,FUNGICIDE,BLAD,30006,(D)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)",CHEMICAL,FUNGICIDE,BORAX DECAHYDRATE,11102,100
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",CHEMICAL,FUNGICIDE,BOSCALID,128008,"2,100"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)",CHEMICAL,FUNGICIDE,BT SUBSP KURSTAKI EVB-113-19,6544,(NA)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",CHEMICAL,FUNGICIDE,CAPTAN,81301,"253,600"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)",CHEMICAL,FUNGICIDE,COPPER OCTANOATE,23306,(D)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",CHEMICAL,FUNGICIDE,CYFLUFENAMID,555550,500
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",CHEMICAL,FUNGICIDE,CYPRODINIL,288202,"11,300"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",CHEMICAL,FUNGICIDE,DIFENOCONAZOLE,128847,(D)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",CHEMICAL,FUNGICIDE,FENHEXAMID,90209,"16,700"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",CHEMICAL,FUNGICIDE,FLUDIOXONIL,71503,"7,500"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",CHEMICAL,FUNGICIDE,FLUOPYRAM,80302,"3,800"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",CHEMICAL,FUNGICIDE,FLUXAPYROXAD,138009,"1,800"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",CHEMICAL,FUNGICIDE,FOSETYL-AL,123301,(D)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",CHEMICAL,FUNGICIDE,ISOFETAMID,270000,(D)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",CHEMICAL,FUNGICIDE,MEFENOXAM,113502,"2,400"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",CHEMICAL,FUNGICIDE,MONO-POTASSIUM SALT,76416,(D)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",CHEMICAL,FUNGICIDE,MYCLOBUTANIL,128857,"4,100"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",CHEMICAL,FUNGICIDE,PENTHIOPYRAD,90112,"3,400"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",CHEMICAL,FUNGICIDE,POLYOXIN D ZINC SALT,230000,"2,300"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",CHEMICAL,FUNGICIDE,POTASSIUM BICARBON.,73508,"10,600"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",CHEMICAL,FUNGICIDE,PROPICONAZOLE,122101,"1,200"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",CHEMICAL,FUNGICIDE,PYRACLOSTROBIN,99100,"3,100"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",CHEMICAL,FUNGICIDE,PYRIMETHANIL,288201,"10,800"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",CHEMICAL,FUNGICIDE,QUINOLINE,55459,"2,000"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",CHEMICAL,FUNGICIDE,STREPTOMYCES LYDICUS,6327,(NA)
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (SULFUR = 77501)",CHEMICAL,FUNGICIDE,SULFUR,77501,"591,200"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",CHEMICAL,FUNGICIDE,TETRACONAZOLE,120603,800
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",CHEMICAL,FUNGICIDE,THIOPHANATE-METHYL,102001,"9,400"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (THIRAM = 79801)",CHEMICAL,FUNGICIDE,THIRAM,79801,"96,300"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (TOTAL)",CHEMICAL,FUNGICIDE,TOTAL),NA,"1,056,400"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",CHEMICAL,FUNGICIDE,TRIFLOXYSTROBIN,129112,"3,900"
CALIFORNIA,2021,"CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",CHEMICAL,FUNGICIDE,TRIFLUMIZOLE,128879,"6,300"
CALIFORNIA,2021,"CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",CHEMICAL,HERBICIDE,CARFENTRAZONE-ETHYL,128712,(D)
CALIFORNIA,2021,"CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",CHEMICAL,HERBICIDE,FLUMIOXAZIN,129034,500
CALIFORNIA,2021,"CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",CHEMICAL,HERBICIDE,GLYPHOSATE ISO. SALT,103601,(D)
CALIFORNIA,2021,"CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",CHEMICAL,HERBICIDE,GLYPHOSATE POT. SALT,103613,(D)
CALIFORNIA,2021,"CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)",CHEMICAL,HERBICIDE,NAPROPAMIDE,103001,(D)
CALIFORNIA,2021,"CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",CHEMICAL,HERBICIDE,OXYFLUORFEN,111601,"1,700"
CALIFORNIA,2021,"CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",CHEMICAL,HERBICIDE,PARAQUAT,61601,(D)
CALIFORNIA,2021,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",CHEMICAL,HERBICIDE,PENDIMETHALIN,108501,"10,800"
CALIFORNIA,2021,"CHEMICAL, HERBICIDE: (TOTAL)",CHEMICAL,HERBICIDE,TOTAL),NA,"16,900"
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",CHEMICAL,INSECTICIDE,ABAMECTIN,122804,200
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",CHEMICAL,INSECTICIDE,ACEQUINOCYL,6329,"7,400"
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",CHEMICAL,INSECTICIDE,ACETAMIPRID,99050,"2,300"
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",CHEMICAL,INSECTICIDE,AZADIRACHTIN,121701,600
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)",CHEMICAL,INSECTICIDE,BEAUVERIA BASSIANA,128924,(NA)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",CHEMICAL,INSECTICIDE,BIFENAZATE,586,"16,700"
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",CHEMICAL,INSECTICIDE,BIFENTHRIN,128825,"3,400"
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",CHEMICAL,INSECTICIDE,BT KURSTAK ABTS-1857,6523,(NA)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",CHEMICAL,INSECTICIDE,BT KURSTAKI ABTS-351,6522,(NA)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BT KURSTAKI EG7841 = 6453)",CHEMICAL,INSECTICIDE,BT KURSTAKI EG7841,6453,(NA)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)",CHEMICAL,INSECTICIDE,BT KURSTAKI SA-11,6519,(NA)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)",CHEMICAL,INSECTICIDE,BT SUB AIZAWAI GC-91,6426,(NA)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)",CHEMICAL,INSECTICIDE,BUPROFEZIN,275100,(D)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",CHEMICAL,INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA,6534,(NA)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (CANOLA OIL = 11332)",CHEMICAL,INSECTICIDE,CANOLA OIL,11332,(D)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",CHEMICAL,INSECTICIDE,CHLORANTRANILIPROLE,90100,"1,800"
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",CHEMICAL,INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,16329,(NA)
CALIFORNIA,2021,"CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",CHEMICAL,INSECTICIDE,CYANTRANILIPROLE,90098,"1,100"
